"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 01 13:22:11 GMT 2025","Wed Oct 01 13:22:11 GMT 2025","209","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"failed","Wed Oct 01 13:22:13 GMT 2025","Wed Oct 01 13:22:13 GMT 2025","206","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"failed","Wed Oct 01 13:22:13 GMT 2025","Wed Oct 01 13:22:14 GMT 2025","195","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"failed","Wed Oct 01 13:22:07 GMT 2025","Wed Oct 01 13:22:09 GMT 2025","2644","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"failed","Wed Oct 01 13:22:14 GMT 2025","Wed Oct 01 13:22:14 GMT 2025","204","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"failed","Wed Oct 01 13:22:12 GMT 2025","Wed Oct 01 13:22:12 GMT 2025","359","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"failed","Wed Oct 01 13:22:11 GMT 2025","Wed Oct 01 13:22:11 GMT 2025","209","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"failed","Wed Oct 01 13:22:10 GMT 2025","Wed Oct 01 13:22:10 GMT 2025","893","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"failed","Wed Oct 01 13:22:11 GMT 2025","Wed Oct 01 13:22:12 GMT 2025","220","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"failed","Wed Oct 01 13:22:10 GMT 2025","Wed Oct 01 13:22:11 GMT 2025","371","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"failed","Wed Oct 01 13:22:13 GMT 2025","Wed Oct 01 13:22:13 GMT 2025","194","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"failed","Wed Oct 01 13:22:12 GMT 2025","Wed Oct 01 13:22:12 GMT 2025","347","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"failed","Wed Oct 01 13:22:13 GMT 2025","Wed Oct 01 13:22:13 GMT 2025","205","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"failed","Wed Oct 01 13:22:09 GMT 2025","Wed Oct 01 13:22:10 GMT 2025","220","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"failed","Wed Oct 01 13:22:12 GMT 2025","Wed Oct 01 13:22:13 GMT 2025","348","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"failed","Wed Oct 01 13:22:11 GMT 2025","Wed Oct 01 13:22:11 GMT 2025","233","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"failed","Wed Oct 01 13:22:14 GMT 2025","Wed Oct 01 13:22:14 GMT 2025","210","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
