"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 23 13:24:30 GMT 2025","Thu Oct 23 13:24:30 GMT 2025","166","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Thu Oct 23 13:24:29 GMT 2025","Thu Oct 23 13:24:29 GMT 2025","620","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"passed","Thu Oct 23 13:24:23 GMT 2025","Thu Oct 23 13:24:29 GMT 2025","6007","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"passed","Thu Oct 23 13:24:30 GMT 2025","Thu Oct 23 13:24:30 GMT 2025","64","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"failed","Thu Oct 23 13:24:31 GMT 2025","Thu Oct 23 13:24:32 GMT 2025","122","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Thu Oct 23 13:24:30 GMT 2025","Thu Oct 23 13:24:30 GMT 2025","143","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Thu Oct 23 13:24:30 GMT 2025","Thu Oct 23 13:24:31 GMT 2025","214","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Thu Oct 23 13:24:30 GMT 2025","Thu Oct 23 13:24:30 GMT 2025","133","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Thu Oct 23 13:24:31 GMT 2025","Thu Oct 23 13:24:31 GMT 2025","117","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Thu Oct 23 13:24:30 GMT 2025","Thu Oct 23 13:24:30 GMT 2025","143","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"passed","Thu Oct 23 13:24:31 GMT 2025","Thu Oct 23 13:24:31 GMT 2025","214","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"failed","Thu Oct 23 13:24:32 GMT 2025","Thu Oct 23 13:24:32 GMT 2025","118","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Thu Oct 23 13:24:30 GMT 2025","Thu Oct 23 13:24:30 GMT 2025","133","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Thu Oct 23 13:24:29 GMT 2025","Thu Oct 23 13:24:30 GMT 2025","150","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"failed","Thu Oct 23 13:24:31 GMT 2025","Thu Oct 23 13:24:31 GMT 2025","116","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"failed","Thu Oct 23 13:24:31 GMT 2025","Thu Oct 23 13:24:31 GMT 2025","148","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Thu Oct 23 13:24:31 GMT 2025","Thu Oct 23 13:24:31 GMT 2025","220","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
