"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Sep 04 13:18:35 GMT 2025","Thu Sep 04 13:18:35 GMT 2025","308","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Thu Sep 04 13:18:34 GMT 2025","Thu Sep 04 13:18:35 GMT 2025","349","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Thu Sep 04 13:18:34 GMT 2025","Thu Sep 04 13:18:34 GMT 2025","335","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Thu Sep 04 13:18:31 GMT 2025","Thu Sep 04 13:18:32 GMT 2025","1325","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"passed","Thu Sep 04 13:18:25 GMT 2025","Thu Sep 04 13:18:31 GMT 2025","5472","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"failed","Thu Sep 04 13:18:36 GMT 2025","Thu Sep 04 13:18:36 GMT 2025","339","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Thu Sep 04 13:18:34 GMT 2025","Thu Sep 04 13:18:34 GMT 2025","474","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Thu Sep 04 13:18:33 GMT 2025","Thu Sep 04 13:18:33 GMT 2025","347","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Thu Sep 04 13:18:36 GMT 2025","Thu Sep 04 13:18:36 GMT 2025","333","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Thu Sep 04 13:18:35 GMT 2025","Thu Sep 04 13:18:35 GMT 2025","220","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"passed","Thu Sep 04 13:18:33 GMT 2025","Thu Sep 04 13:18:34 GMT 2025","195","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Thu Sep 04 13:18:32 GMT 2025","Thu Sep 04 13:18:33 GMT 2025","358","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Thu Sep 04 13:18:32 GMT 2025","Thu Sep 04 13:18:32 GMT 2025","359","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Thu Sep 04 13:18:33 GMT 2025","Thu Sep 04 13:18:33 GMT 2025","340","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"failed","Thu Sep 04 13:18:35 GMT 2025","Thu Sep 04 13:18:36 GMT 2025","182","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"failed","Thu Sep 04 13:18:36 GMT 2025","Thu Sep 04 13:18:37 GMT 2025","319","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Thu Sep 04 13:18:34 GMT 2025","Thu Sep 04 13:18:34 GMT 2025","58","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
