"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 22 13:26:07 GMT 2025","Wed Oct 22 13:26:12 GMT 2025","5610","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"passed","Wed Oct 22 13:26:14 GMT 2025","Wed Oct 22 13:26:14 GMT 2025","59","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"passed","Wed Oct 22 13:26:14 GMT 2025","Wed Oct 22 13:26:14 GMT 2025","136","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Wed Oct 22 13:26:13 GMT 2025","Wed Oct 22 13:26:14 GMT 2025","219","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"failed","Wed Oct 22 13:26:15 GMT 2025","Wed Oct 22 13:26:15 GMT 2025","119","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"failed","Wed Oct 22 13:26:15 GMT 2025","Wed Oct 22 13:26:15 GMT 2025","123","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Wed Oct 22 13:26:14 GMT 2025","Wed Oct 22 13:26:15 GMT 2025","212","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"passed","Wed Oct 22 13:26:14 GMT 2025","Wed Oct 22 13:26:14 GMT 2025","205","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Wed Oct 22 13:26:13 GMT 2025","Wed Oct 22 13:26:13 GMT 2025","138","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"failed","Wed Oct 22 13:26:15 GMT 2025","Wed Oct 22 13:26:15 GMT 2025","122","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Wed Oct 22 13:26:14 GMT 2025","Wed Oct 22 13:26:14 GMT 2025","130","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Wed Oct 22 13:26:13 GMT 2025","Wed Oct 22 13:26:13 GMT 2025","140","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Wed Oct 22 13:26:14 GMT 2025","Wed Oct 22 13:26:14 GMT 2025","213","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Wed Oct 22 13:26:12 GMT 2025","Wed Oct 22 13:26:13 GMT 2025","607","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"failed","Wed Oct 22 13:26:15 GMT 2025","Wed Oct 22 13:26:15 GMT 2025","150","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Wed Oct 22 13:26:13 GMT 2025","Wed Oct 22 13:26:13 GMT 2025","138","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Wed Oct 22 13:26:15 GMT 2025","Wed Oct 22 13:26:15 GMT 2025","123","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
