"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 30 13:22:10 GMT 2025","Tue Sep 30 13:22:10 GMT 2025","196","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Tue Sep 30 13:22:11 GMT 2025","Tue Sep 30 13:22:11 GMT 2025","172","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Tue Sep 30 13:22:10 GMT 2025","Tue Sep 30 13:22:11 GMT 2025","325","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Tue Sep 30 13:22:12 GMT 2025","Tue Sep 30 13:22:12 GMT 2025","252","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Tue Sep 30 13:22:11 GMT 2025","Tue Sep 30 13:22:12 GMT 2025","313","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"failed","Tue Sep 30 13:22:13 GMT 2025","Tue Sep 30 13:22:13 GMT 2025","161","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Tue Sep 30 13:22:11 GMT 2025","Tue Sep 30 13:22:11 GMT 2025","312","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Tue Sep 30 13:22:11 GMT 2025","Tue Sep 30 13:22:11 GMT 2025","86","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"passed","Tue Sep 30 13:22:11 GMT 2025","Tue Sep 30 13:22:11 GMT 2025","162","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"passed","Tue Sep 30 13:22:09 GMT 2025","Tue Sep 30 13:22:10 GMT 2025","860","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"failed","Tue Sep 30 13:22:13 GMT 2025","Tue Sep 30 13:22:13 GMT 2025","289","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"failed","Tue Sep 30 13:22:12 GMT 2025","Tue Sep 30 13:22:13 GMT 2025","173","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"failed","Tue Sep 30 13:22:13 GMT 2025","Tue Sep 30 13:22:13 GMT 2025","152","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Tue Sep 30 13:22:13 GMT 2025","Tue Sep 30 13:22:13 GMT 2025","151","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Tue Sep 30 13:22:10 GMT 2025","Tue Sep 30 13:22:10 GMT 2025","173","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Tue Sep 30 13:22:04 GMT 2025","Tue Sep 30 13:22:09 GMT 2025","5046","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"passed","Tue Sep 30 13:22:12 GMT 2025","Tue Sep 30 13:22:12 GMT 2025","307","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
