"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 24 13:20:35 GMT 2025","Wed Sep 24 13:20:35 GMT 2025","143","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Wed Sep 24 13:20:35 GMT 2025","Wed Sep 24 13:20:35 GMT 2025","140","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Wed Sep 24 13:20:36 GMT 2025","Wed Sep 24 13:20:36 GMT 2025","71","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Wed Sep 24 13:20:31 GMT 2025","Wed Sep 24 13:20:35 GMT 2025","3938","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"passed","Wed Sep 24 13:20:35 GMT 2025","Wed Sep 24 13:20:35 GMT 2025","356","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"failed","Wed Sep 24 13:20:37 GMT 2025","Wed Sep 24 13:20:37 GMT 2025","116","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Wed Sep 24 13:20:37 GMT 2025","Wed Sep 24 13:20:37 GMT 2025","197","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Wed Sep 24 13:20:35 GMT 2025","Wed Sep 24 13:20:35 GMT 2025","208","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"failed","Wed Sep 24 13:20:36 GMT 2025","Wed Sep 24 13:20:37 GMT 2025","140","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Wed Sep 24 13:20:36 GMT 2025","Wed Sep 24 13:20:36 GMT 2025","206","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Wed Sep 24 13:20:35 GMT 2025","Wed Sep 24 13:20:36 GMT 2025","123","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"passed","Wed Sep 24 13:20:36 GMT 2025","Wed Sep 24 13:20:36 GMT 2025","136","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Wed Sep 24 13:20:36 GMT 2025","Wed Sep 24 13:20:36 GMT 2025","211","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"failed","Wed Sep 24 13:20:37 GMT 2025","Wed Sep 24 13:20:37 GMT 2025","117","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Wed Sep 24 13:20:36 GMT 2025","Wed Sep 24 13:20:36 GMT 2025","55","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"passed","Wed Sep 24 13:20:36 GMT 2025","Wed Sep 24 13:20:36 GMT 2025","209","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"failed","Wed Sep 24 13:20:37 GMT 2025","Wed Sep 24 13:20:37 GMT 2025","111","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
