"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 17 13:19:49 GMT 2025","Wed Sep 17 13:19:50 GMT 2025","667","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"passed","Wed Sep 17 13:19:51 GMT 2025","Wed Sep 17 13:19:51 GMT 2025","309","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Wed Sep 17 13:19:51 GMT 2025","Wed Sep 17 13:19:51 GMT 2025","190","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"failed","Wed Sep 17 13:19:52 GMT 2025","Wed Sep 17 13:19:52 GMT 2025","166","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Wed Sep 17 13:19:50 GMT 2025","Wed Sep 17 13:19:50 GMT 2025","225","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Wed Sep 17 13:19:50 GMT 2025","Wed Sep 17 13:19:50 GMT 2025","182","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Wed Sep 17 13:19:51 GMT 2025","Wed Sep 17 13:19:52 GMT 2025","234","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"failed","Wed Sep 17 13:19:52 GMT 2025","Wed Sep 17 13:19:52 GMT 2025","124","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Wed Sep 17 13:19:50 GMT 2025","Wed Sep 17 13:19:50 GMT 2025","156","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Wed Sep 17 13:19:50 GMT 2025","Wed Sep 17 13:19:50 GMT 2025","231","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"passed","Wed Sep 17 13:19:52 GMT 2025","Wed Sep 17 13:19:52 GMT 2025","130","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"failed","Wed Sep 17 13:19:52 GMT 2025","Wed Sep 17 13:19:52 GMT 2025","133","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"passed","Wed Sep 17 13:19:51 GMT 2025","Wed Sep 17 13:19:51 GMT 2025","71","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"failed","Wed Sep 17 13:19:52 GMT 2025","Wed Sep 17 13:19:52 GMT 2025","147","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Wed Sep 17 13:19:50 GMT 2025","Wed Sep 17 13:19:51 GMT 2025","161","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Wed Sep 17 13:19:51 GMT 2025","Wed Sep 17 13:19:51 GMT 2025","211","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Wed Sep 17 13:19:44 GMT 2025","Wed Sep 17 13:19:49 GMT 2025","4864","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
