"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 25 13:21:59 GMT 2025","Thu Sep 25 13:21:59 GMT 2025","206","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Thu Sep 25 13:21:59 GMT 2025","Thu Sep 25 13:21:59 GMT 2025","48","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"failed","Thu Sep 25 13:22:00 GMT 2025","Thu Sep 25 13:22:00 GMT 2025","120","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"failed","Thu Sep 25 13:21:59 GMT 2025","Thu Sep 25 13:21:59 GMT 2025","130","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Thu Sep 25 13:21:59 GMT 2025","Thu Sep 25 13:21:59 GMT 2025","211","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Thu Sep 25 13:21:59 GMT 2025","Thu Sep 25 13:22:00 GMT 2025","120","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Thu Sep 25 13:21:58 GMT 2025","Thu Sep 25 13:21:58 GMT 2025","139","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Thu Sep 25 13:21:52 GMT 2025","Thu Sep 25 13:21:57 GMT 2025","5525","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"passed","Thu Sep 25 13:21:58 GMT 2025","Thu Sep 25 13:21:59 GMT 2025","131","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Thu Sep 25 13:21:58 GMT 2025","Thu Sep 25 13:21:58 GMT 2025","135","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Thu Sep 25 13:21:57 GMT 2025","Thu Sep 25 13:21:58 GMT 2025","540","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"passed","Thu Sep 25 13:21:59 GMT 2025","Thu Sep 25 13:21:59 GMT 2025","133","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"failed","Thu Sep 25 13:22:00 GMT 2025","Thu Sep 25 13:22:00 GMT 2025","116","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"failed","Thu Sep 25 13:21:59 GMT 2025","Thu Sep 25 13:21:59 GMT 2025","110","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"passed","Thu Sep 25 13:21:58 GMT 2025","Thu Sep 25 13:21:58 GMT 2025","137","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Thu Sep 25 13:21:58 GMT 2025","Thu Sep 25 13:21:58 GMT 2025","121","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"passed","Thu Sep 25 13:21:58 GMT 2025","Thu Sep 25 13:21:58 GMT 2025","144","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
