"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 29 13:19:02 GMT 2025","Fri Aug 29 13:19:02 GMT 2025","322","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"failed","Fri Aug 29 13:19:01 GMT 2025","Fri Aug 29 13:19:01 GMT 2025","179","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Fri Aug 29 13:19:01 GMT 2025","Fri Aug 29 13:19:02 GMT 2025","247","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Fri Aug 29 13:19:00 GMT 2025","Fri Aug 29 13:19:00 GMT 2025","69","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"passed","Fri Aug 29 13:18:59 GMT 2025","Fri Aug 29 13:18:59 GMT 2025","345","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Fri Aug 29 13:19:01 GMT 2025","Fri Aug 29 13:19:01 GMT 2025","234","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"failed","Fri Aug 29 13:19:01 GMT 2025","Fri Aug 29 13:19:01 GMT 2025","181","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"passed","Fri Aug 29 13:19:00 GMT 2025","Fri Aug 29 13:19:00 GMT 2025","267","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Fri Aug 29 13:18:59 GMT 2025","Fri Aug 29 13:19:00 GMT 2025","410","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Fri Aug 29 13:19:00 GMT 2025","Fri Aug 29 13:19:00 GMT 2025","251","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Fri Aug 29 13:19:00 GMT 2025","Fri Aug 29 13:19:01 GMT 2025","259","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"failed","Fri Aug 29 13:19:02 GMT 2025","Fri Aug 29 13:19:02 GMT 2025","141","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Fri Aug 29 13:19:00 GMT 2025","Fri Aug 29 13:19:00 GMT 2025","65","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Fri Aug 29 13:19:00 GMT 2025","Fri Aug 29 13:19:00 GMT 2025","255","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"passed","Fri Aug 29 13:18:58 GMT 2025","Fri Aug 29 13:18:58 GMT 2025","504","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"passed","Fri Aug 29 13:18:58 GMT 2025","Fri Aug 29 13:18:59 GMT 2025","353","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Fri Aug 29 13:18:53 GMT 2025","Fri Aug 29 13:18:58 GMT 2025","4493","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
