"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 30 13:24:20 GMT 2025","Thu Oct 30 13:24:20 GMT 2025","52","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"passed","Thu Oct 30 13:24:19 GMT 2025","Thu Oct 30 13:24:19 GMT 2025","117","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"passed","Thu Oct 30 13:24:19 GMT 2025","Thu Oct 30 13:24:20 GMT 2025","125","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Thu Oct 30 13:24:19 GMT 2025","Thu Oct 30 13:24:19 GMT 2025","198","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Thu Oct 30 13:24:19 GMT 2025","Thu Oct 30 13:24:19 GMT 2025","218","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"failed","Thu Oct 30 13:24:20 GMT 2025","Thu Oct 30 13:24:20 GMT 2025","110","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"passed","Thu Oct 30 13:24:03 GMT 2025","Thu Oct 30 13:24:18 GMT 2025","14810","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"passed","Thu Oct 30 13:24:18 GMT 2025","Thu Oct 30 13:24:19 GMT 2025","479","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"failed","Thu Oct 30 13:24:21 GMT 2025","Thu Oct 30 13:24:21 GMT 2025","187","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"failed","Thu Oct 30 13:24:21 GMT 2025","Thu Oct 30 13:24:21 GMT 2025","109","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Thu Oct 30 13:24:20 GMT 2025","Thu Oct 30 13:24:21 GMT 2025","108","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Thu Oct 30 13:24:20 GMT 2025","Thu Oct 30 13:24:20 GMT 2025","193","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Thu Oct 30 13:24:19 GMT 2025","Thu Oct 30 13:24:19 GMT 2025","137","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Thu Oct 30 13:24:20 GMT 2025","Thu Oct 30 13:24:20 GMT 2025","201","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"failed","Thu Oct 30 13:24:20 GMT 2025","Thu Oct 30 13:24:20 GMT 2025","131","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Thu Oct 30 13:24:20 GMT 2025","Thu Oct 30 13:24:20 GMT 2025","200","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Thu Oct 30 13:24:19 GMT 2025","Thu Oct 30 13:24:19 GMT 2025","129","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
