"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 18 13:19:48 GMT 2025","Thu Sep 18 13:19:48 GMT 2025","375","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Thu Sep 18 13:19:46 GMT 2025","Thu Sep 18 13:19:47 GMT 2025","235","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Thu Sep 18 13:19:47 GMT 2025","Thu Sep 18 13:19:47 GMT 2025","207","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"passed","Thu Sep 18 13:19:47 GMT 2025","Thu Sep 18 13:19:47 GMT 2025","217","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"failed","Thu Sep 18 13:19:49 GMT 2025","Thu Sep 18 13:19:49 GMT 2025","220","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"failed","Thu Sep 18 13:19:50 GMT 2025","Thu Sep 18 13:19:50 GMT 2025","202","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Thu Sep 18 13:19:47 GMT 2025","Thu Sep 18 13:19:47 GMT 2025","223","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Thu Sep 18 13:19:46 GMT 2025","Thu Sep 18 13:19:46 GMT 2025","225","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Thu Sep 18 13:19:47 GMT 2025","Thu Sep 18 13:19:48 GMT 2025","340","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"passed","Thu Sep 18 13:19:48 GMT 2025","Thu Sep 18 13:19:48 GMT 2025","352","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Thu Sep 18 13:19:45 GMT 2025","Thu Sep 18 13:19:46 GMT 2025","831","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"failed","Thu Sep 18 13:19:49 GMT 2025","Thu Sep 18 13:19:50 GMT 2025","343","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Thu Sep 18 13:19:49 GMT 2025","Thu Sep 18 13:19:49 GMT 2025","209","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Thu Sep 18 13:19:46 GMT 2025","Thu Sep 18 13:19:46 GMT 2025","233","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"failed","Thu Sep 18 13:19:49 GMT 2025","Thu Sep 18 13:19:49 GMT 2025","198","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"passed","Thu Sep 18 13:19:48 GMT 2025","Thu Sep 18 13:19:49 GMT 2025","352","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"passed","Thu Sep 18 13:19:39 GMT 2025","Thu Sep 18 13:19:45 GMT 2025","6032","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
