"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 03 13:17:35 GMT 2025","Fri Oct 03 13:17:35 GMT 2025","120","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"failed","Fri Oct 03 13:17:36 GMT 2025","Fri Oct 03 13:17:36 GMT 2025","113","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"failed","Fri Oct 03 13:17:34 GMT 2025","Fri Oct 03 13:17:34 GMT 2025","363","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"failed","Fri Oct 03 13:17:36 GMT 2025","Fri Oct 03 13:17:36 GMT 2025","110","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"failed","Fri Oct 03 13:17:36 GMT 2025","Fri Oct 03 13:17:36 GMT 2025","219","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"failed","Fri Oct 03 13:17:36 GMT 2025","Fri Oct 03 13:17:36 GMT 2025","123","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Fri Oct 03 13:17:35 GMT 2025","Fri Oct 03 13:17:35 GMT 2025","133","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Fri Oct 03 13:17:34 GMT 2025","Fri Oct 03 13:17:34 GMT 2025","134","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Fri Oct 03 13:17:35 GMT 2025","Fri Oct 03 13:17:35 GMT 2025","130","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Fri Oct 03 13:17:35 GMT 2025","Fri Oct 03 13:17:35 GMT 2025","127","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"failed","Fri Oct 03 13:17:29 GMT 2025","Fri Oct 03 13:17:34 GMT 2025","5270","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"failed","Fri Oct 03 13:17:36 GMT 2025","Fri Oct 03 13:17:36 GMT 2025","123","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"failed","Fri Oct 03 13:17:36 GMT 2025","Fri Oct 03 13:17:36 GMT 2025","120","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"failed","Fri Oct 03 13:17:35 GMT 2025","Fri Oct 03 13:17:35 GMT 2025","200","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"failed","Fri Oct 03 13:17:35 GMT 2025","Fri Oct 03 13:17:36 GMT 2025","196","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Fri Oct 03 13:17:34 GMT 2025","Fri Oct 03 13:17:35 GMT 2025","132","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Fri Oct 03 13:17:35 GMT 2025","Fri Oct 03 13:17:35 GMT 2025","46","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
