"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 13:24:16 GMT 2025","Mon Oct 27 13:24:17 GMT 2025","957","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"failed","Mon Oct 27 13:24:21 GMT 2025","Mon Oct 27 13:24:21 GMT 2025","212","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Mon Oct 27 13:24:11 GMT 2025","Mon Oct 27 13:24:16 GMT 2025","5837","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"failed","Mon Oct 27 13:24:20 GMT 2025","Mon Oct 27 13:24:20 GMT 2025","191","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"passed","Mon Oct 27 13:24:18 GMT 2025","Mon Oct 27 13:24:18 GMT 2025","217","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Mon Oct 27 13:24:19 GMT 2025","Mon Oct 27 13:24:19 GMT 2025","221","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Mon Oct 27 13:24:20 GMT 2025","Mon Oct 27 13:24:21 GMT 2025","211","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Mon Oct 27 13:24:18 GMT 2025","Mon Oct 27 13:24:19 GMT 2025","227","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"failed","Mon Oct 27 13:24:21 GMT 2025","Mon Oct 27 13:24:21 GMT 2025","209","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Mon Oct 27 13:24:19 GMT 2025","Mon Oct 27 13:24:19 GMT 2025","76","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"passed","Mon Oct 27 13:24:17 GMT 2025","Mon Oct 27 13:24:18 GMT 2025","223","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"failed","Mon Oct 27 13:24:20 GMT 2025","Mon Oct 27 13:24:20 GMT 2025","216","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Mon Oct 27 13:24:20 GMT 2025","Mon Oct 27 13:24:20 GMT 2025","370","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"passed","Mon Oct 27 13:24:19 GMT 2025","Mon Oct 27 13:24:20 GMT 2025","360","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Mon Oct 27 13:24:18 GMT 2025","Mon Oct 27 13:24:18 GMT 2025","356","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Mon Oct 27 13:24:19 GMT 2025","Mon Oct 27 13:24:19 GMT 2025","344","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Mon Oct 27 13:24:18 GMT 2025","Mon Oct 27 13:24:18 GMT 2025","201","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
