"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 29 13:25:44 GMT 2025","Wed Oct 29 13:25:44 GMT 2025","188","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"failed","Wed Oct 29 13:25:44 GMT 2025","Wed Oct 29 13:25:44 GMT 2025","142","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"passed","Wed Oct 29 13:25:43 GMT 2025","Wed Oct 29 13:25:43 GMT 2025","312","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Wed Oct 29 13:25:40 GMT 2025","Wed Oct 29 13:25:41 GMT 2025","714","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"passed","Wed Oct 29 13:25:42 GMT 2025","Wed Oct 29 13:25:42 GMT 2025","156","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"passed","Wed Oct 29 13:25:43 GMT 2025","Wed Oct 29 13:25:44 GMT 2025","258","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"passed","Wed Oct 29 13:25:42 GMT 2025","Wed Oct 29 13:25:42 GMT 2025","245","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Wed Oct 29 13:25:35 GMT 2025","Wed Oct 29 13:25:40 GMT 2025","5481","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"passed","Wed Oct 29 13:25:41 GMT 2025","Wed Oct 29 13:25:41 GMT 2025","178","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Wed Oct 29 13:25:42 GMT 2025","Wed Oct 29 13:25:42 GMT 2025","201","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"failed","Wed Oct 29 13:25:44 GMT 2025","Wed Oct 29 13:25:45 GMT 2025","297","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Wed Oct 29 13:25:42 GMT 2025","Wed Oct 29 13:25:43 GMT 2025","317","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"failed","Wed Oct 29 13:25:45 GMT 2025","Wed Oct 29 13:25:45 GMT 2025","185","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Wed Oct 29 13:25:41 GMT 2025","Wed Oct 29 13:25:41 GMT 2025","325","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"failed","Wed Oct 29 13:25:44 GMT 2025","Wed Oct 29 13:25:44 GMT 2025","318","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Wed Oct 29 13:25:41 GMT 2025","Wed Oct 29 13:25:42 GMT 2025","314","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Wed Oct 29 13:25:43 GMT 2025","Wed Oct 29 13:25:43 GMT 2025","311","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
