"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 26 08:23:00 GMT 2025","Tue Aug 26 08:23:01 GMT 2025","281","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Tue Aug 26 08:23:00 GMT 2025","Tue Aug 26 08:23:00 GMT 2025","532","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"passed","Tue Aug 26 08:23:01 GMT 2025","Tue Aug 26 08:23:01 GMT 2025","383","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Tue Aug 26 08:23:01 GMT 2025","Tue Aug 26 08:23:01 GMT 2025","155","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"failed","Tue Aug 26 08:23:03 GMT 2025","Tue Aug 26 08:23:03 GMT 2025","349","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Tue Aug 26 08:23:02 GMT 2025","Tue Aug 26 08:23:02 GMT 2025","68","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"failed","Tue Aug 26 08:23:03 GMT 2025","Tue Aug 26 08:23:04 GMT 2025","198","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Tue Aug 26 08:23:02 GMT 2025","Tue Aug 26 08:23:02 GMT 2025","69","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"passed","Tue Aug 26 08:23:02 GMT 2025","Tue Aug 26 08:23:02 GMT 2025","221","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Tue Aug 26 08:23:01 GMT 2025","Tue Aug 26 08:23:02 GMT 2025","210","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Tue Aug 26 08:23:02 GMT 2025","Tue Aug 26 08:23:02 GMT 2025","226","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"failed","Tue Aug 26 08:23:03 GMT 2025","Tue Aug 26 08:23:03 GMT 2025","134","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"failed","Tue Aug 26 08:23:03 GMT 2025","Tue Aug 26 08:23:03 GMT 2025","159","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Tue Aug 26 08:23:03 GMT 2025","Tue Aug 26 08:23:03 GMT 2025","203","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Tue Aug 26 08:23:01 GMT 2025","Tue Aug 26 08:23:01 GMT 2025","338","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"passed","Tue Aug 26 08:22:55 GMT 2025","Tue Aug 26 08:23:00 GMT 2025","4696","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"passed","Tue Aug 26 08:23:02 GMT 2025","Tue Aug 26 08:23:03 GMT 2025","204","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
