"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 28 13:21:22 GMT 2025","Thu Aug 28 13:21:22 GMT 2025","69","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Thu Aug 28 13:21:22 GMT 2025","Thu Aug 28 13:21:22 GMT 2025","86","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"failed","Thu Aug 28 13:21:23 GMT 2025","Thu Aug 28 13:21:23 GMT 2025","216","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Thu Aug 28 13:21:21 GMT 2025","Thu Aug 28 13:21:22 GMT 2025","223","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Thu Aug 28 13:21:15 GMT 2025","Thu Aug 28 13:21:20 GMT 2025","4776","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"failed","Thu Aug 28 13:21:22 GMT 2025","Thu Aug 28 13:21:23 GMT 2025","157","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"passed","Thu Aug 28 13:21:21 GMT 2025","Thu Aug 28 13:21:21 GMT 2025","248","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"failed","Thu Aug 28 13:21:23 GMT 2025","Thu Aug 28 13:21:23 GMT 2025","146","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"failed","Thu Aug 28 13:21:22 GMT 2025","Thu Aug 28 13:21:22 GMT 2025","174","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Thu Aug 28 13:21:21 GMT 2025","Thu Aug 28 13:21:21 GMT 2025","175","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
"passed","Thu Aug 28 13:21:23 GMT 2025","Thu Aug 28 13:21:23 GMT 2025","243","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Thu Aug 28 13:21:21 GMT 2025","Thu Aug 28 13:21:21 GMT 2025","242","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Thu Aug 28 13:21:20 GMT 2025","Thu Aug 28 13:21:20 GMT 2025","230","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Thu Aug 28 13:21:22 GMT 2025","Thu Aug 28 13:21:22 GMT 2025","245","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Thu Aug 28 13:21:22 GMT 2025","Thu Aug 28 13:21:22 GMT 2025","178","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"passed","Thu Aug 28 13:21:20 GMT 2025","Thu Aug 28 13:21:20 GMT 2025","650","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"passed","Thu Aug 28 13:21:21 GMT 2025","Thu Aug 28 13:21:21 GMT 2025","241","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
