"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 06 13:21:26 GMT 2025","Mon Oct 06 13:21:26 GMT 2025","198","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithGivenUser","testRetrieveWithGivenUser","Test case: Retrieve user data"
"passed","Mon Oct 06 13:21:26 GMT 2025","Mon Oct 06 13:21:26 GMT 2025","52","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveUserList","testRetrieveUserList","Test case: Retrieve a list of users"
"passed","Mon Oct 06 13:21:26 GMT 2025","Mon Oct 06 13:21:26 GMT 2025","128","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithUserNotDefined","testRegisterWithUserNotDefined","Test case: Register User with a user not defined"
"passed","Mon Oct 06 13:21:26 GMT 2025","Mon Oct 06 13:21:26 GMT 2025","119","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterUserSuccess","testRegisterUserSuccess","Test case: Register User - Success"
"failed","Mon Oct 06 13:21:27 GMT 2025","Mon Oct 06 13:21:28 GMT 2025","113","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserWithoutUserID","testDeleteUserWithoutUserID","Test case: Delete user - missing user id"
"passed","Mon Oct 06 13:21:27 GMT 2025","Mon Oct 06 13:21:27 GMT 2025","193","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfo","testUpdateUserInfo","Test case: Updated user infor"
"failed","Mon Oct 06 13:21:27 GMT 2025","Mon Oct 06 13:21:27 GMT 2025","127","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoAndExpectIncorrectValue","testUpdateUserInfoAndExpectIncorrectValue","Test case: Update infor and expect invalid status code"
"passed","Mon Oct 06 13:21:27 GMT 2025","Mon Oct 06 13:21:27 GMT 2025","122","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUser","testDeleteUser","Test case: Delete user"
"passed","Mon Oct 06 13:21:25 GMT 2025","Mon Oct 06 13:21:25 GMT 2025","353","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testResgisterLoginThenRetrieveUserList","testResgisterLoginThenRetrieveUserList","Test case: Register user, login with that user and retrieve infor"
"failed","Mon Oct 06 13:21:27 GMT 2025","Mon Oct 06 13:21:27 GMT 2025","113","API Suite","Single API Tests","tests.DeleteUserTest","tests.DeleteUserTest","testDeleteUserAndExpectInvalidStatusCode","testDeleteUserAndExpectInvalidStatusCode","Test case: Delete user and expected invalid code"
"passed","Mon Oct 06 13:21:25 GMT 2025","Mon Oct 06 13:21:25 GMT 2025","206","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginSuccess","testLoginSuccess","Test case: Login - Success"
"passed","Mon Oct 06 13:21:26 GMT 2025","Mon Oct 06 13:21:27 GMT 2025","214","API Suite","Single API Tests","tests.RetrieveUserTest","tests.RetrieveUserTest","testRetrieveWithInvalidUserID","testRetrieveWithInvalidUserID","Test case: Retrieve user with providing invalid user id"
"passed","Mon Oct 06 13:21:26 GMT 2025","Mon Oct 06 13:21:26 GMT 2025","208","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithMissingPassword","testLoginWithMissingPassword","Test case: Login with missing providing password"
"passed","Mon Oct 06 13:21:19 GMT 2025","Mon Oct 06 13:21:25 GMT 2025","6060","API Suite","E2E API Tests","tests.E2ETest","tests.E2ETest","testCRUD","testCRUD","Test case: Login, Create, Update & Delete User"
"failed","Mon Oct 06 13:21:27 GMT 2025","Mon Oct 06 13:21:27 GMT 2025","110","API Suite","Single API Tests","tests.UpdateUserTest","tests.UpdateUserTest","testUpdateUserInfoWithMissingAPIKey","testUpdateUserInfoWithMissingAPIKey","Test case: Update user infor with missing api key"
"passed","Mon Oct 06 13:21:26 GMT 2025","Mon Oct 06 13:21:26 GMT 2025","132","API Suite","Single API Tests","tests.RegisterTest","tests.RegisterTest","testRegisterWithMissingPassword","testRegisterWithMissingPassword","Test case: Register User with missing password"
"passed","Mon Oct 06 13:21:25 GMT 2025","Mon Oct 06 13:21:26 GMT 2025","208","API Suite","Single API Tests","tests.LoginTest","tests.LoginTest","testLoginWithInvalidEmail","testLoginWithInvalidEmail","Test case: Login with invalid email"
